# x rate
0.0 0.02105008468424873
0.0 0.04747550866616428
0.9825 0.03515766582094962
0.895 0.009139706949078775
1.0 0.011291165708311552
1.1925 0.039619047619047616
1.105 0.012041744715012041
1.1225 0.008473721375970947
1.1225 0.028666389696717906
1.0175 0.02564102564102564
0.9299999999999999 0.014641664526072438
0.965 0.014941591958706873
1.0875 0.0281413612565445
0.86 0.008653440270156184
0.9825 0.022525192649673977
0.895 0.013543031891655745
0.9475 0.021218343600273786
0.8775 0.0061162079510703364
0.8075 0.03192702394526796
1.0875 0.06682577565632458
0.8775 0.0198722498225692
0.9825 0.07356948228882834
0.9125 0.006273525721455458
0.9825 0.006923289947382997
1.0175 0.03671071953010279
1.0525 0.0022995113538373095
1.07 0.003244920993227991
0.9825 0.05223880597014925
0.895 0.002539037704709915
1.0175 0.07633587786259542
1.0175 0.0021781746896101066
1.0 0.002832438878950507
1.035 0.1357142857142857
0.86 0.0024736362452805623
1.0 0.11851851851851852
0.9299999999999999 0.0027711065952336967
1.0525 0.026923076923076925
0.9125 0.03359173126614987
1.0 0.015364916773367477
0.9125 0.046875
1.0525 0.06593406593406594
0.9475 0.0017189514396218307
1.07 0.011815252416756176
1.0175 0.006948831332912192
0.9475 0.0011940946591402519
1.0175 0.0014155192381932827
0.9125 0.020754716981132074
1.0525 0.0014903129657228018
1.1400000000000001 0.01893939393939394
1.0175 0.06578947368421052
1.1225 0.03862660944206009
0.965 0.1111111111111111
0.9475 0.006521739130434782
1.1400000000000001 0.003291020216267043
1.0875 0.03763440860215054
0.9475 0.035
0.9475 0.04929577464788732
1.0 0.003912800447177194
1.07 0.01876675603217158
1.0525 0.0374331550802139
0.9825 0.0019386106623586429
1.035 0.011560693641618497
1.0 0.0007537688442211055
0.965 0.009560229445506692
0.8775 0.032467532467532464
1.105 0.01893939393939394
1.1575 0.03937007874015748
0.965 0.002828854314002829
1.0175 0.0004575088642342445
0.9825 0.0003729951510630362
1.1400000000000001 0.012145748987854251
1.0875 0.008264462809917356
0.8425 0.03225806451612903
1.035 0.016666666666666666
1.0 0.0002900232018561485
1.0525 0.007407407407407408
1.035 0.0030864197530864196
0.9825 0.0013333333333333333
1.105 0.0032679738562091504
0.9299999999999999 0.009433962264150943
0.86 0.013333333333333334
0.9825 0.0001
1.0525 0.0001
1.0175 0.0001
0.9475 0.0001
2.0 0.03302675585284281
2.0 0.05970149253731343
2.0 0.014989293361884369
2.0 0.008823529411764706
1.965 0.0001
2.0 0.0001
2.035 0.0001
3.0525 0.016645326504481434
3.0175 0.016270337922403004
3.0 0.16129032258064516
3.0175 0.04891304347826087
3.0 0.0069767441860465115
2.9825 0.04521276595744681
3.0525 0.02586206896551724
3.0 0.04242424242424243
2.9825 0.020527859237536656
2.9825 0.014976958525345621
3.035 0.0022207417277370642
3.0175 0.021377672209026127
2.965 0.0017765933821896514
2.9475 0.014830508474576272
3.035 0.0009749303621169916
3.0 0.0008900756564307966
2.965 0.0007643312101910828
3.0 0.011574074074074073
3.0 0.0011483693155718878
2.9475 0.02030456852791878
2.965 0.010101010101010102
3.0 0.002183406113537118
3.035 0.007326007326007326
3.035 0.011764705882352941
2.9825 0.004246284501061571
3.0 0.0025
3.035 0.00014486455164421265
2.965 0.005917159763313609
3.0175 0.004784688995215311
2.965 0.00013964530093562352
3.0 0.0001414027149321267
2.93 0.0001
